Municipios;Sexo;Periodo;Total
16001 Abia de la Obispalía;Total;2024;59
16001 Abia de la Obispalía;Total;2023;61
16001 Abia de la Obispalía;Total;2022;60
16001 Abia de la Obispalía;Total;2021;57
16001 Abia de la Obispalía;Total;2020;61
16001 Abia de la Obispalía;Total;2019;65
16001 Abia de la Obispalía;Total;2018;64
16001 Abia de la Obispalía;Total;2017;66
16001 Abia de la Obispalía;Total;2016;77
16001 Abia de la Obispalía;Total;2015;77
16001 Abia de la Obispalía;Total;2014;80
16001 Abia de la Obispalía;Total;2013;83
16001 Abia de la Obispalía;Total;2012;81
16001 Abia de la Obispalía;Total;2011;76
16001 Abia de la Obispalía;Total;2010;73
16001 Abia de la Obispalía;Total;2009;80
16001 Abia de la Obispalía;Total;2008;77
16001 Abia de la Obispalía;Total;2007;78
16001 Abia de la Obispalía;Total;2006;88
16001 Abia de la Obispalía;Total;2005;84
16001 Abia de la Obispalía;Total;2004;88
16001 Abia de la Obispalía;Total;2003;89
16001 Abia de la Obispalía;Total;2002;85
16001 Abia de la Obispalía;Total;2001;83
16001 Abia de la Obispalía;Total;2000;85
16001 Abia de la Obispalía;Total;1999;85
16001 Abia de la Obispalía;Total;1998;88
16001 Abia de la Obispalía;Total;1997;""
16001 Abia de la Obispalía;Total;1996;93
16001 Abia de la Obispalía;Hombres;2024;38
16001 Abia de la Obispalía;Hombres;2023;38
16001 Abia de la Obispalía;Hombres;2022;37
16001 Abia de la Obispalía;Hombres;2021;35
16001 Abia de la Obispalía;Hombres;2020;37
16001 Abia de la Obispalía;Hombres;2019;40
16001 Abia de la Obispalía;Hombres;2018;39
16001 Abia de la Obispalía;Hombres;2017;40
16001 Abia de la Obispalía;Hombres;2016;48
16001 Abia de la Obispalía;Hombres;2015;49
16001 Abia de la Obispalía;Hombres;2014;50
16001 Abia de la Obispalía;Hombres;2013;54
16001 Abia de la Obispalía;Hombres;2012;51
16001 Abia de la Obispalía;Hombres;2011;49
16001 Abia de la Obispalía;Hombres;2010;47
16001 Abia de la Obispalía;Hombres;2009;48
16001 Abia de la Obispalía;Hombres;2008;45
16001 Abia de la Obispalía;Hombres;2007;45
16001 Abia de la Obispalía;Hombres;2006;48
16001 Abia de la Obispalía;Hombres;2005;48
16001 Abia de la Obispalía;Hombres;2004;48
16001 Abia de la Obispalía;Hombres;2003;49
16001 Abia de la Obispalía;Hombres;2002;49
16001 Abia de la Obispalía;Hombres;2001;45
16001 Abia de la Obispalía;Hombres;2000;46
16001 Abia de la Obispalía;Hombres;1999;46
16001 Abia de la Obispalía;Hombres;1998;48
16001 Abia de la Obispalía;Hombres;1997;""
16001 Abia de la Obispalía;Hombres;1996;50
16001 Abia de la Obispalía;Mujeres;2024;21
16001 Abia de la Obispalía;Mujeres;2023;23
16001 Abia de la Obispalía;Mujeres;2022;23
16001 Abia de la Obispalía;Mujeres;2021;22
16001 Abia de la Obispalía;Mujeres;2020;24
16001 Abia de la Obispalía;Mujeres;2019;25
16001 Abia de la Obispalía;Mujeres;2018;25
16001 Abia de la Obispalía;Mujeres;2017;26
16001 Abia de la Obispalía;Mujeres;2016;29
16001 Abia de la Obispalía;Mujeres;2015;28
16001 Abia de la Obispalía;Mujeres;2014;30
16001 Abia de la Obispalía;Mujeres;2013;29
16001 Abia de la Obispalía;Mujeres;2012;30
16001 Abia de la Obispalía;Mujeres;2011;27
16001 Abia de la Obispalía;Mujeres;2010;26
16001 Abia de la Obispalía;Mujeres;2009;32
16001 Abia de la Obispalía;Mujeres;2008;32
16001 Abia de la Obispalía;Mujeres;2007;33
16001 Abia de la Obispalía;Mujeres;2006;40
